rule_id,target_attribute,target_attribute_type,validation_rules,translation_rules,description,desc_uptodate_with_rules
10,HEIGHT_LOWER,double precision,"matchList(layer, 1|-8886);notNull(height_lower);notEmpty(height_lower);isBetween(height_lower,0,100,FALSE,TRUE)","mapDouble(height_lower, {'1','2','3','4','5','6','7'}, {22, 17, 12, 7, 4, 2, 0})","Uses same logic as crown closure but returns height. The only difference is cl_haut represets the height of the top layer. So if 2 layers, layer 1 height is always cl_haut, and layer 2 height is always unknown.",TRUE
11,PRODUCTIVITY,text,false(|UNKNOWN_VALUE),nothingText(),Attribute does not occur,TRUE
12,PRODUCTIVITY_TYPE,text,false(|UNKNOWN_VALUE),nothingText(),Attribute does not occur,TRUE
13,SPECIES_1,text,"matchList(layer, 1|UNKNOWN_VALUE);notNull(species_1);notEmpty(species_1);qc_prg4_lengthMatchList(species_1, {2, 4, 6}|INVALID_VALUE)","qc_prg4_species_translation(species_1, 1)",Maps source value to SPECIES_1 using lookup table,TRUE
14,SPECIES_PER_1,integer,"matchList(layer, 1|-8886);notNull(species_per_1);notEmpty(species_per_1);qc_prg4_lengthMatchList(species_1, {2, 4, 6}|-9997)","qc_prg4_species_per_translation(species_per_1, 1)",Derives SPECIES_PER_1 from gr_ess. Custom function uses gr_ess to count number of species and assignes respective SPECIES_PER according to position,TRUE
15,SPECIES_2,text,"matchList(layer, 1|UNKNOWN_VALUE);notNull(species_2);notEmpty(species_2);qc_prg4_lengthMatchList(species_2, {4, 6}|NOT_APPLICABLE)","qc_prg4_species_translation(species_2, 2)",Maps source value to SPECIES_2 using lookup table,TRUE
16,SPECIES_PER_2,integer,"matchList(layer, 1|-8886);notNull(species_per_2);notEmpty(species_per_2);qc_prg4_lengthMatchList(species_2, {4, 6}|-8887)","qc_prg4_species_per_translation(species_per_2, 2)",Derives SPECIES_PER_3 from gr_ess. Custom function uses gr_ess to count number of species and assignes respective SPECIES_PER according to position,TRUE
17,SPECIES_3,text,"matchList(layer, 1|UNKNOWN_VALUE);notNull(species_3);notEmpty(species_3);qc_prg4_lengthMatchList(species_3, {6}|NOT_APPLICABLE)","qc_prg4_species_translation(species_3, 3)",Maps source value to SPECIES_3 using lookup table,TRUE
18,SPECIES_PER_3,integer,"matchList(layer, 1|-8886);notNull(species_per_3);notEmpty(species_per_3);qc_prg4_lengthMatchList(species_3, {6}|-8887)","qc_prg4_species_per_translation(species_per_3, 3)",Derives SPECIES_PER_3 from gr_ess. Custom function uses gr_ess to count number of species and assignes respective SPECIES_PER according to position,TRUE
19,SPECIES_4,text,false(),nothingText(),attribute does not occur,TRUE
20,SPECIES_PER_4,integer,false(),nothingInt(),attribute does not occur,TRUE
21,SPECIES_5,text,false(),nothingText(),attribute does not occur,TRUE
22,SPECIES_PER_5,integer,false(),nothingInt(),attribute does not occur,TRUE
23,SPECIES_6,text,false(),nothingText(),attribute does not occur,TRUE
24,SPECIES_PER_6,integer,false(),nothingInt(),attribute does not occur,TRUE
25,SPECIES_7,text,false(),nothingText(),attribute does not occur,TRUE
26,SPECIES_PER_7,integer,false(),nothingInt(),attribute does not occur,TRUE
27,SPECIES_8,text,false(),nothingText(),attribute does not occur,TRUE
28,SPECIES_PER_8,integer,false(),nothingInt(),attribute does not occur,TRUE
29,SPECIES_9,text,false(),nothingText(),attribute does not occur,TRUE
30,SPECIES_PER_9,integer,false(),nothingInt(),attribute does not occur,TRUE
31,SPECIES_10,text,false(),nothingText(),attribute does not occur,TRUE
32,SPECIES_PER_10,integer,false(),nothingInt(),attribute does not occur,TRUE
33,ORIGIN_UPPER,integer,"matchList(layer, 1|-8886);isInt(stand_photo_year|-8886);notNull(cl_age);notEmpty(cl_age);matchTable(cl_age, 'translation', 'qc_standstructure_lookup', 'source_val',TRUE)","qc_origin_translation(cl_age, stand_photo_year)","Extract age using lookup table, then calculates ORIGIN_UPPER as stand photo year minus age.  Validation checks that the year is an integer,  the age is not null or not empty and the age match the lookuptable",TRUE
34,ORIGIN_LOWER,integer,"matchList(layer, 1|-8886);isInt(stand_photo_year|-8886);notNull(cl_age);notEmpty(cl_age);matchTable(cl_age, 'translation', 'qc_standstructure_lookup', 'source_val',TRUE)","qc_origin_translation(cl_age, stand_photo_year)","Extract age using lookup table, then calculates ORIGIN_LOWER as stand photo year minus age. Validation checks that the year is an integer,  the age is not null or not empty and the age match the lookuptable",TRUE
35,SITE_CLASS,text,false(),nothingText(),Attribute does not occur,TRUE
36,SITE_INDEX,double precision,false(),nothingDouble(),attribute does not occur,TRUE
