rule_id,target_attribute,target_attribute_type,validation_rules,translation_rules,description,desc_uptodate_with_rules
10,HEIGHT_LOWER,double precision,"notNull(height_lower);isNumeric(height_lower);isGreaterThan(height_lower, 0, FALSE|-9999);isBetween(height_lower,0,100)",copyDouble(height_lower),Copies source value to HEIGHT_LOWER,TRUE
11,PRODUCTIVITY,text,false(),nothingText(),Attribute does not occur,TRUE
12,PRODUCTIVITY_TYPE,text,false(),nothingText(),Attribute does not occur,TRUE
13,SPECIES_1,text,"notNull(species_1);notEmpty(species_1|NULL_VALUE);matchTable(species_1, 'translation', 'species_code_mapping', 'mb_species_codes', TRUE)","lookupText(species_1, 'translation', 'species_code_mapping', 'mb_species_codes', 'casfri_species_codes', TRUE)",Maps source value to SPECIES_1 using lookup table,TRUE
14,SPECIES_PER_1,integer,"notNull(species_per_1);isInt(species_per_1|-9997);isGreaterThan(species_per_1, 1|-9999);isBetween(species_per_1, 1, 10)","multiplyInt(species_per_1, 10)",Maps source value to SPECIES_PER_1 by multiplying by 10,TRUE
15,SPECIES_2,text,"notNull(species_2);notEmpty(species_2|NULL_VALUE);matchTable(species_2, 'translation', 'species_code_mapping', 'mb_species_codes', TRUE)","lookupText(species_2, 'translation', 'species_code_mapping', 'mb_species_codes', 'casfri_species_codes', TRUE)",Maps source value to SPECIES_2 using lookup table,TRUE
16,SPECIES_PER_2,integer,"notNull(species_per_2);isInt(species_per_2|-9997);isGreaterThan(species_per_2, 1|-9999);isBetween(species_per_2, 1, 10)","multiplyInt(species_per_2, 10)",Maps source value to SPECIES_PER_2 by multiplying by 10,TRUE
17,SPECIES_3,text,"notNull(species_3);notEmpty(species_3|NULL_VALUE);matchTable(species_3, 'translation', 'species_code_mapping', 'mb_species_codes', TRUE)","lookupText(species_3, 'translation', 'species_code_mapping', 'mb_species_codes', 'casfri_species_codes', TRUE)",Maps source value to SPECIES_3 using lookup table,TRUE
18,SPECIES_PER_3,integer,"notNull(species_per_3);isInt(species_per_3|-9997);isGreaterThan(species_per_3, 1|-9999);isBetween(species_per_3, 1, 10)","multiplyInt(species_per_3, 10)",Maps source value to SPECIES_PER_3 by multiplying by 10. ,TRUE
19,SPECIES_4,text,"notNull(species_4);notEmpty(species_4|NULL_VALUE);matchTable(species_4, 'translation', 'species_code_mapping', 'mb_species_codes', TRUE)","lookupText(species_4, 'translation', 'species_code_mapping', 'mb_species_codes', 'casfri_species_codes', TRUE)",Maps source value to SPECIES_4 using lookup table,TRUE
20,SPECIES_PER_4,integer,"notNull(species_per_4);isInt(species_per_4|-9997);isGreaterThan(species_per_4, 1|-9999);isBetween(species_per_4, 1, 10)","multiplyInt(species_per_4, 10)",Maps source value to SPECIES_PER_4 by multiplying by 10. ,TRUE
21,SPECIES_5,text,"notNull(species_5);notEmpty(species_5|NULL_VALUE);matchTable(species_5, 'translation', 'species_code_mapping', 'mb_species_codes', TRUE)","lookupText(species_5, 'translation', 'species_code_mapping', 'mb_species_codes', 'casfri_species_codes', TRUE)",Maps source value to SPECIES_5 using lookup table,TRUE
22,SPECIES_PER_5,integer,"notNull(species_per_5);isInt(species_per_5|-9997);isGreaterThan(species_per_5, 1|-9999);isBetween(species_per_5, 1, 10)","multiplyInt(species_per_5, 10)",Maps source value to SPECIES_PER_5 by multiplying by 10. ,TRUE
23,SPECIES_6,text,"notNull(species_6);notEmpty(species_6|NULL_VALUE);matchTable(species_6, 'translation', 'species_code_mapping', 'mb_species_codes', TRUE)","lookupText(species_6, 'translation', 'species_code_mapping', 'mb_species_codes', 'casfri_species_codes', TRUE)",Maps source value to SPECIES_6 using lookup table,TRUE
24,SPECIES_PER_6,integer,"notNull(species_per_6);isInt(species_per_6|-9997);isGreaterThan(species_per_6, 1|-9999);isBetween(species_per_6, 1, 10)","multiplyInt(species_per_6, 10)",Maps source value to SPECIES_PER_6 by multiplying by 10. ,TRUE
25,SPECIES_7,text,false(),nothingText(),Attribute does not occur,TRUE
26,SPECIES_PER_7,integer,false(),nothingInt(),Attribute does not occur,TRUE
27,SPECIES_8,text,false(),nothingText(),Attribute does not occur,TRUE
28,SPECIES_PER_8,integer,false(),nothingInt(),Attribute does not occur,TRUE
29,SPECIES_9,text,false(),nothingText(),Attribute does not occur,TRUE
30,SPECIES_PER_9,integer,false(),nothingInt(),Attribute does not occur,TRUE
31,SPECIES_10,text,false(),nothingText(),Attribute does not occur,TRUE
32,SPECIES_PER_10,integer,false(),nothingInt(),Attribute does not occur,TRUE
33,ORIGIN_UPPER,integer,"notNull(origin_upper);isInt(origin_upper);isBetween(origin_upper,1000,2024)",copyInt(origin_upper),Copies source value to ORIGIN_UPPER,TRUE
34,ORIGIN_LOWER,integer,"notNull(origin_lower);isInt(origin_lower);isBetween(origin_lower,1000,2024)",copyInt(origin_lower),Copies source value to ORIGIN_LOWER,TRUE
35,SITE_CLASS,text,false(),nothingText(),Attribute does not occur,TRUE
36,SITE_INDEX,double precision,false(),nothingDouble(),Attribute does not occur,TRUE
