rule_id,target_attribute,target_attribute_type,validation_rules,translation_rules,description,desc_uptodate_with_rules
10,PRODUCTIVE_FOR,text,false(),nothingText(),Waiting for a new helper function,TRUE
11,SPECIES_1,text,"notNull(species_1);notEmpty(species_1);matchList(typeclas, {'TC','TB','TM'}|NOT_APPLICABLE);matchTable(species_1,'translation','nt_fvi01_species','TRUE')","lookupText(species_1, 'translation', 'nt_fvi01_species', 'spec1', 'TRUE')",Maps source value to SPECIES_1 using lookup table. Checks polygon is forest type.,TRUE
12,SPECIES_PER_1,integer,"notNull(species_per_1);isInt(species_per_1);matchList(typeclas, {'TC','TB','TM'}|-8887);isBetween(species_per_1,0,100)",copyInt(species_per_1),Copies source value to SPECIES_PER_1. Checks polygon is forest type.,TRUE
13,SPECIES_2,text,"notNull(species_2);notEmpty(species_2);matchList(typeclas, {'TC','TB','TM'}|NOT_APPLICABLE);matchTable(species_2,'translation','nt_fvi01_species','TRUE')","lookupText(species_2, 'translation', 'nt_fvi01_species', 'spec2', 'TRUE')",Maps source value to SPECIES_2 using lookup table. Checks polygon is forest type.,TRUE
14,SPECIES_PER_2,integer,"notNull(species_per_2);isInt(species_per_2);matchList(typeclas, {'TC','TB','TM'}|-8887);isBetween(species_per_2,0,100)",copyInt(species_per_2),Copies source value to SPECIES_PER_2. Checks polygon is forest type.,TRUE
15,SPECIES_3,text,"notNull(species_3);notEmpty(species_3);matchList(typeclas, {'TC','TB','TM'}|NOT_APPLICABLE);matchTable(species_3,'translation','nt_fvi01_species','TRUE')","lookupText(species_3, 'translation', 'nt_fvi01_species', 'spec3', 'TRUE')",Maps source value to SPECIES_3 using lookup table. Checks polygon is forest type.,TRUE
16,SPECIES_PER_3,integer,"notNull(species_per_3);isInt(species_per_3);matchList(typeclas, {'TC','TB','TM'}|-8887);isBetween(species_per_3,0,100)",copyInt(species_per_3),Copies source value to SPECIES_PER_3. Checks polygon is forest type.,TRUE
17,SPECIES_4,text,"notNull(species_4);notEmpty(species_4);matchList(typeclas, {'TC','TB','TM'}|NOT_APPLICABLE);matchTable(species_4,'translation','nt_fvi01_species','TRUE')","lookupText(species_4, 'translation', 'nt_fvi01_species', 'spec4', 'TRUE')",Maps source value to SPECIES_4 using lookup table. Checks polygon is forest type.,TRUE
18,SPECIES_PER_4,integer,"notNull(species_per_4);isInt(species_per_4);matchList(typeclas, {'TC','TB','TM'}|-8887);isBetween(species_per_4,0,100)",copyInt(species_per_4),Copies source value to SPECIES_PER_4. Checks polygon is forest type.,TRUE
19,SPECIES_5,text,false(),nothingText(),Attribute does not occur,TRUE
20,SPECIES_PER_5,integer,false(),nothingInt(),Attribute does not occur,TRUE
21,SPECIES_6,text,false(),nothingText(),Attribute does not occur,TRUE
22,SPECIES_PER_6,integer,false(),nothingInt(),Attribute does not occur,TRUE
23,SPECIES_7,text,false(),nothingText(),Attribute does not occur,TRUE
24,SPECIES_PER_7,integer,false(),nothingInt(),Attribute does not occur,TRUE
25,SPECIES_8,text,false(),nothingText(),Attribute does not occur,TRUE
26,SPECIES_PER_8,integer,false(),nothingInt(),Attribute does not occur,TRUE
27,SPECIES_9,text,false(),nothingText(),Attribute does not occur,TRUE
28,SPECIES_PER_9,integer,false(),nothingInt(),Attribute does not occur,TRUE
29,SPECIES_10,text,false(),nothingText(),Attribute does not occur,TRUE
30,SPECIES_PER_10,integer,false(),nothingInt(),Attribute does not occur,TRUE
31,ORIGIN_UPPER,integer,"notNull(origin_upper);isInt(origin_upper);isBetween(origin_upper,1500,2020)",copyInt(origin_upper),Copies (origin) to ORIGIN_UPPER,TRUE
32,ORIGIN_LOWER,integer,"notNull(origin_lower);isInt(origin_lower);isBetween(origin_lower,1500,2020)",copyInt(origin_lower),Copies (origin) to ORIGIN_LOWER,TRUE
33,SITE_CLASS,text,"notNull(site_class);notEmpty(site_class);matchList(site_class,{5,4,3,2,1})","mapText(site_class, {5,4,3,2,1}, {'U','P','M','G','G'})",Maps source value to SITE_CLASS using lists of values,TRUE
34,SITE_INDEX,double precision,"notNull(site_index);isNumeric(site_index);isBetween(site_index,1,99)",copyDouble(site_index),Copy source attribute,TRUE
