rule_id,target_attribute,target_attribute_type,validation_rules,translation_rules,description,desc_uptodate_with_rules
25,SPECIES_8,text,"notNull(ospcomp);lengthMatchList(ospcomp, {48,54,60}|NOT_APPLICABLE)","fim_species_translation(ospcomp, 8, 'translation', 'on_fim02_species', 'spec1')","Validation-checks species string is not null, check there are enough species to return a value using the length of the string. String is trimmed to fix some error source data with leading and trainling spaces.     Translation - gets the requested species code and feeds the species name from the code into the mapping function that maps to casfri species using a lookup table.",TRUE
26,SPECIES_PER_8,integer,"notNull(ospcomp);lengthMatchList(ospcomp, {48,54,60}|-8887)","fim_species_percent_translation(ospcomp, 8)","Validation-checks species string is not null, check there are enough species to return a value using the length of the string. String is trimmed to fix some error source data with leading and trainling spaces.     Translation - gets the requested species code and returns the percentage characters.",TRUE
27,SPECIES_9,text,"notNull(ospcomp);lengthMatchList(ospcomp, {54,60}|NOT_APPLICABLE)","fim_species_translation(ospcomp, 9, 'translation', 'on_fim02_species', 'spec1')","Validation-checks species string is not null, check there are enough species to return a value using the length of the string. String is trimmed to fix some error source data with leading and trainling spaces.     Translation - gets the requested species code and feeds the species name from the code into the mapping function that maps to casfri species using a lookup table.",TRUE
28,SPECIES_PER_9,integer,"notNull(ospcomp);lengthMatchList(ospcomp, {54,60}|-8887)","fim_species_percent_translation(ospcomp, 9)","Validation-checks species string is not null, check there are enough species to return a value using the length of the string. String is trimmed to fix some error source data with leading and trainling spaces.     Translation - gets the requested species code and returns the percentage characters.",TRUE
29,SPECIES_10,text,"notNull(ospcomp);lengthMatchList(ospcomp, {60}|NOT_APPLICABLE)","fim_species_translation(ospcomp, 10, 'translation', 'on_fim02_species', 'spec1')","Validation-checks species string is not null, check there are enough species to return a value using the length of the string. String is trimmed to fix some error source data with leading and trainling spaces.     Translation - gets the requested species code and feeds the species name from the code into the mapping function that maps to casfri species using a lookup table.",TRUE
30,SPECIES_PER_10,integer,"notNull(ospcomp);lengthMatchList(ospcomp, {60}|-8887)","fim_species_percent_translation(ospcomp, 10)","Validation-checks species string is not null, check there are enough species to return a value using the length of the string. String is trimmed to fix some error source data with leading and trainling spaces.     Translation - gets the requested species code and returns the percentage characters.",TRUE
31,ORIGIN_UPPER,integer,"notNull(oyrorg);isInt(oyrorg);isBetween(oyrorg, 0, 2020)",copyInt(oyrorg),Copies (l1estyr) to ORIGIN_UPPER,TRUE
32,ORIGIN_LOWER,integer,"notNull(oyrorg);isInt(oyrorg);isBetween(oyrorg, 0, 2020)",copyInt(oyrorg),Copies (l1estyr) to ORIGIN_LOWER,TRUE
33,SITE_CLASS,text,"notNull(osc);matchList(osc,{'0','1','2','3','4'})","mapText(osc, {'0','1','2','3','4'}, {'G','G','M','P','U'})",Attribute does not occur,TRUE
34,SITE_INDEX,double precision,"notNull(osi);isNumeric(osi);isGreaterThan(osi,'0.1');isLessThan(osi, 40)",copyDouble(osi),attribute does not occur,TRUE
