rule_id,target_attribute,target_attribute_type,validation_rules,translation_rules,description,desc_uptodate_with_rules
10,HEIGHT_LOWER,double precision,"matchList(layer, 1|-8886);notNull(height_lower);notEmpty(height_lower);isBetween(height_lower,0,100,FALSE,TRUE)","mapDouble(height_lower, {'1','2','3','4','5','6','7'}, {22, 17, 12, 7, 4, 2, 0})","Uses same logic as crown closure but returns height. The only difference is cl_haut represets the height of the top layer. So if 2 layers, layer 1 height is always cl_haut, and layer 2 height is always unknown.",TRUE
11,PRODUCTIVITY,text,false(),nothingText(),Attribute does not occur,TRUE
12,PRODUCTIVITY_TYPE,text,false(),nothingText(),Attribute does not occur,TRUE
13,SPECIES_1,text,"matchList(layer, 1|UNKNOWN_VALUE);notNull(species_1);notEmpty(species_1);matchTable(species_1, 'translation', 'qc_ini03_species_lookup', 'source_val',TRUE);lookupTextMatchList(species_1, 'translation', 'qc_ini03_species_lookup', 'num_of_species',{1,2,3}|NOT_APPLICABLE)","lookupText(species_1, 'translation', 'qc_ini03_species_lookup', 'source_val', 'species_1', TRUE)",Only runs if layer is 1. We don't have species info for layer 2 so return UNKNWON_VALUE. Maps source value to SPECIES_1 using lookup table.,TRUE
14,SPECIES_PER_1,integer,"matchList(layer, 1|-8886);notNull(species_per_1);notEmpty(species_per_1);matchTable(species_per_1, 'translation', 'qc_ini03_species_lookup', 'source_val',TRUE);lookupTextMatchList(species_per_1, 'translation', 'qc_ini03_species_lookup', 'num_of_species', {1,2,3}|-8887)","lookupInt(species_per_1, 'translation', 'qc_ini03_species_lookup', 'source_val', 'species_per_1', TRUE)",Only runs if layer is 1. We don't have species info for layer 2 so return UNKNWON_VALUE. Maps source value to SPECIES_PER_1 using lookup table,TRUE
15,SPECIES_2,text,"matchList(layer, 1|UNKNOWN_VALUE);notNull(species_2);notEmpty(species_2);matchTable(species_2, 'translation', 'qc_ini03_species_lookup', 'source_val',TRUE);lookupTextMatchList(species_2, 'translation', 'qc_ini03_species_lookup', 'num_of_species',{2,3}|NOT_APPLICABLE)","lookupText(species_2, 'translation', 'qc_ini03_species_lookup', 'source_val', 'species_2',TRUE)",Only runs if layer is 1. We don't have species info for layer 2 so return UNKNWON_VALUE. Maps source value to SPECIES_2 using lookup table,TRUE
16,SPECIES_PER_2,integer,"matchList(layer, 1|-8886);notNull(species_per_2);notEmpty(species_per_2);matchTable(species_per_2, 'translation', 'qc_ini03_species_lookup', 'source_val',TRUE);lookupTextMatchList(species_per_2, 'translation', 'qc_ini03_species_lookup', 'num_of_species', {2,3}|-8887)","lookupInt(species_per_2, 'translation', 'qc_ini03_species_lookup', 'source_val', 'species_per_2',TRUE)",Only runs if layer is 1. We don't have species info for layer 2 so return UNKNWON_VALUE. Maps source value to SPECIES_PER_2 using lookup table,TRUE
17,SPECIES_3,text,"matchList(layer, 1|UNKNOWN_VALUE);notNull(species_3);notEmpty(species_3);matchTable(species_3, 'translation', 'qc_ini03_species_lookup', 'source_val',TRUE);lookupTextMatchList(species_3, 'translation', 'qc_ini03_species_lookup', 'num_of_species', 3|NOT_APPLICABLE)","lookupText(species_3, 'translation', 'qc_ini03_species_lookup', 'source_val', 'species_3', TRUE)",Only runs if layer is 1. We don't have species info for layer 2 so return UNKNWON_VALUE. Maps source value to SPECIES_3 using lookup table,TRUE
18,SPECIES_PER_3,integer,"matchList(layer, 1|-8886);notNull(species_per_3);notEmpty(species_per_3);matchTable(species_per_3, 'translation', 'qc_ini03_species_lookup', 'source_val',TRUE);lookupTextMatchList(species_per_3, 'translation', 'qc_ini03_species_lookup', 'num_of_species', 3|-8887)","lookupInt(species_per_3, 'translation', 'qc_ini03_species_lookup', 'source_val', 'species_per_3', TRUE)",Only runs if layer is 1. We don't have species info for layer 2 so return UNKNWON_VALUE. Maps source value to SPECIES_PER_3 using lookup table,TRUE
19,SPECIES_4,text,false(),nothingText(),attribute does not occur,TRUE
20,SPECIES_PER_4,integer,false(),nothingInt(),attribute does not occur,TRUE
21,SPECIES_5,text,false(),nothingText(),attribute does not occur,TRUE
22,SPECIES_PER_5,integer,false(),nothingInt(),attribute does not occur,TRUE
23,SPECIES_6,text,false(),nothingText(),attribute does not occur,TRUE
24,SPECIES_PER_6,integer,false(),nothingInt(),attribute does not occur,TRUE
25,SPECIES_7,text,false(),nothingText(),attribute does not occur,TRUE
26,SPECIES_PER_7,integer,false(),nothingInt(),attribute does not occur,TRUE
27,SPECIES_8,text,false(),nothingText(),attribute does not occur,TRUE
28,SPECIES_PER_8,integer,false(),nothingInt(),attribute does not occur,TRUE
29,SPECIES_9,text,false(),nothingText(),attribute does not occur,TRUE
30,SPECIES_PER_9,integer,false(),nothingInt(),attribute does not occur,TRUE
31,SPECIES_10,text,false(),nothingText(),attribute does not occur,TRUE
32,SPECIES_PER_10,integer,false(),nothingInt(),attribute does not occur,TRUE
33,ORIGIN_UPPER,integer,"matchList(layer, 1|-8886);isInt(stand_photo_year|-8886);notNull(cl_age);notEmpty(cl_age);matchTable(cl_age, 'translation', 'qc_standstructure_lookup', 'source_val',TRUE)","qc_origin_translation(lookupInt(cl_age, 'translation', 'qc_standstructure_lookup', 'source_val', 'l1_age_origin', TRUE), stand_photo_year)","Map age using lookup table, then calculates origin as photo year minus age. Note that photo year is not provided in the original inventory. Inventory provides photo_interpretation_year which is always within 1-3 years from original photo_year. We decided the values were close enough to be used in the translation of origin. Only runs if layer is 1. We don't have species info for layer 2 so return UNKNWON_VALUE. Validation checks that the year is an integer,  the age is not null or not empty and the age match the lookuptable",TRUE
34,ORIGIN_LOWER,integer,"matchList(layer, 1|-8886);isInt(stand_photo_year|-8886);notNull(cl_age);notEmpty(cl_age);matchTable(cl_age, 'translation', 'qc_standstructure_lookup', 'source_val',TRUE)","qc_origin_translation(lookupInt(cl_age, 'translation', 'qc_standstructure_lookup', 'source_val', 'l1_age_origin', TRUE), stand_photo_year)","Map age using lookup table, then calculates origin as photo year minus age. Note that photo year is not provided in the original inventory. Inventory provides photo_interpretation_year which is always within 1-3 years from original photo_year. We decided the values were close enough to be used in the translation of origin. Only runs if layer is 1. We don't have species info for layer 2 so return UNKNWON_VALUE. Validation checks that the year is an integer,  the age is not null or not empty and the age match the lookuptable",TRUE
35,SITE_CLASS,text,false(),nothingText(),Attribute does not occur,TRUE
36,SITE_INDEX,double precision,false(),nothingDouble(),Attribute does not occur,TRUE
