rule_id,target_attribute,target_attribute_type,validation_rules,translation_rules,description,desc_uptodate_with_rules
13,SPECIES_2,text,,,Maps source value to SPECIES_2 using lookup table,FALSE
14,SPECIES_PER_2,integer,,,Copies source value to SPECIES_PER_2,FALSE
15,SPECIES_3,text,,,Maps source value to SPECIES_3 using lookup table,FALSE
16,SPECIES_PER_3,integer,,,Copies source value to SPECIES_PER_3,FALSE
17,SPECIES_4,text,false(),nothingText(),attribute does not occur,FALSE
18,SPECIES_PER_4,integer,false(),nothingInt(),attribute does not occur,FALSE
19,SPECIES_5,text,false(),nothingText(),attribute does not occur,FALSE
20,SPECIES_PER_5,integer,false(),nothingInt(),attribute does not occur,FALSE
21,SPECIES_6,text,false(),nothingText(),attribute does not occur,FALSE
22,SPECIES_PER_6,integer,false(),nothingInt(),attribute does not occur,FALSE
23,SPECIES_7,text,false(),nothingText(),attribute does not occur,FALSE
24,SPECIES_PER_7,integer,false(),nothingInt(),attribute does not occur,FALSE
25,SPECIES_8,text,false(),nothingText(),attribute does not occur,FALSE
26,SPECIES_PER_8,integer,false(),nothingInt(),attribute does not occur,FALSE
27,SPECIES_9,text,false(),nothingText(),attribute does not occur,FALSE
28,SPECIES_PER_9,integer,false(),nothingInt(),attribute does not occur,FALSE
29,SPECIES_10,text,false(),nothingText(),attribute does not occur,FALSE
30,SPECIES_PER_10,integer,false(),nothingInt(),attribute does not occur,FALSE
31,ORIGIN_UPPER,integer,,,Copies (l1estyr) to ORIGIN_UPPER,FALSE
32,ORIGIN_LOWER,integer,,,Copies (l1estyr) to ORIGIN_LOWER,FALSE
33,SITE_CLASS,text,false(),nothingText(),Attribute does not occur,FALSE
34,SITE_INDEX,double precision,false(),nothingDouble(),attribute does not occur,FALSE
