rule_id,target_attribute,target_attribute_type,validation_rules,translation_rules,description,desc_uptodate_with_rules
18,SPECIES_PER_3,integer,"notNull(species_per_3);notEmpty(species_per_3);lengthMatchList(species_per_3, {6}|-8888)","pc01_species_per_translation(species_3, 3)",Check species code is long enough to have a SPECIES_3. Return correct percent based on the total number of species.,TRUE
19,SPECIES_4,text,false(),nothingText(),Attribute does not occur,TRUE
20,SPECIES_PER_4,integer,false(),nothingInt(),Attribute does not occur,TRUE
21,SPECIES_5,text,false(),nothingText(),Attribute does not occur,TRUE
22,SPECIES_PER_5,integer,false(),nothingInt(),Attribute does not occur,TRUE
23,SPECIES_6,text,false(),nothingText(),Attribute does not occur,TRUE
24,SPECIES_PER_6,integer,false(),nothingInt(),Attribute does not occur,TRUE
25,SPECIES_7,text,false(),nothingText(),Attribute does not occur,TRUE
26,SPECIES_PER_7,integer,false(),nothingInt(),Attribute does not occur,TRUE
27,SPECIES_8,text,false(),nothingText(),Attribute does not occur,TRUE
28,SPECIES_PER_8,integer,false(),nothingInt(),Attribute does not occur,TRUE
29,SPECIES_9,text,false(),nothingText(),Attribute does not occur,TRUE
30,SPECIES_PER_9,integer,false(),nothingInt(),Attribute does not occur,TRUE
31,SPECIES_10,text,false(),nothingText(),Attribute does not occur,TRUE
32,SPECIES_PER_10,integer,false(),nothingInt(),Attribute does not occur,TRUE
33,ORIGIN_UPPER,integer,"notNull(origin_upper);notEmpty(origin_upper);notMatchList(origin_upper, 0|-8888);matchList(origin_upper,{'1','1A','2','2A','3','3A','4','5','5A'}|-9997)","mapInt(origin_upper, {'1','1A','2','2A','3','3A','4','5','5A'}, {1958,1968,1958,1958,1938,1938,1908,1888,1888})","Calculates ORIGIN_UPPER as reference year (1968) minus the lower bound of age class. Validations checks class age has a value, returns NOT_IN_SET if class age is unknown.",TRUE
34,ORIGIN_LOWER,integer,"notNull(origin_lower);notEmpty(origin_lower);notMatchList(origin_lower, 0|-8888);notMatchList(origin_lower, {'5','5A'}|-8886);matchList(origin_lower,{'1','1A','2','2A','3','3A','4','5','5A'}|-9997)","mapInt(origin_lower, {'1','1A','2','2A','3','3A','4'}, {1958,1968,1938,1938,1908,1908,1888})","Calculates ORIGIN_LOWER as reference year (1968) minus the upper bound of age class. Validations checks class age has a value, returns NOT_IN_SET if class age is unknown. ORIGIN_LOWER is UNKNOWN when source age is >80.",TRUE
35,SITE_CLASS,text,false(),nothingText(),Attribute does not occur,TRUE
36,SITE_INDEX,double precision,false(),nothingDouble(),Attribute does not occur,TRUE
